f_47,f_25,f_4,f_11,oil
21427.46,239.69,191.64,105.2,0
3249.9,239.69,623.27,102.0,0
8856.63,239.69,398.5,119.6,0
8804.69,239.69,452.31,106.9,0
15637.46,239.69,282.6,107.0,0
4002.99,239.69,524.77,108.1,0
3696.93,239.69,533.94,128.2,0
3389.24,239.69,538.46,162.9,0
3931.53,239.69,659.15,104.2,0
3210.47,239.69,618.5,110.4,0
37243.55,239.69,1.0,149.8,0
9854.52,239.69,552.4,136.0,0
4774.22,239.69,658.69,104.2,0
3124.09,239.69,631.9,107.0,0
11172.62,239.69,348.9,112.5,0
4808.42,239.69,649.82,114.5,0
3594.74,239.69,639.1,107.0,0
3455.72,239.69,621.21,114.9,0
3197.17,239.69,634.0,101.1,0
4515.09,239.69,651.8,115.1,0
5509.43,239.69,483.92,112.0,0
3308.85,239.69,576.64,102.6,0
22706.47,239.69,177.07,112.0,0
5217.91,239.69,490.0,115.1,0
3921.55,221.97,288.26,380.1,0
15413.42,221.97,292.22,113.4,1
2234.43,221.97,450.21,102.8,0
2495.36,221.97,281.09,100.4,0
2774.75,221.97,363.12,125.4,0
8862.8,221.97,333.23,195.2,1
3071.76,221.97,324.11,325.4,0
5083.61,221.97,177.17,83.6,0
2676.06,221.97,372.59,95.8,0
3620.58,221.97,531.37,90.4,0
2397.37,221.97,458.83,84.8,0
3822.62,221.97,308.71,101.6,1
2685.39,221.97,371.17,116.2,0
3877.85,221.97,550.08,93.7,0
14532.74,221.97,347.65,131.1,0
2312.51,221.97,412.77,89.8,0
2828.35,221.97,339.48,89.8,0
4390.92,221.97,186.77,86.5,0
4016.9,221.97,542.52,93.9,0
2051.5,221.97,446.08,87.6,0
3025.18,221.97,340.73,91.9,0
3194.47,221.97,342.43,107.6,0
7588.81,221.97,305.06,121.9,1
3528.61,221.97,405.0,93.5,0
2674.72,221.97,456.0,91.8,0
2512.56,221.97,376.84,93.8,0
7103.13,221.97,634.67,85.0,0
4371.27,221.97,619.65,89.8,0
2712.34,221.97,259.45,102.0,0
2497.86,221.97,369.72,95.2,0
2801.72,221.97,250.46,92.3,0
2326.02,221.97,418.42,184.6,0
2900.26,221.97,413.2,89.0,0
2367.42,221.97,403.11,115.4,0
2777.91,221.97,385.27,144.4,0
2525.72,221.97,399.26,85.3,0
2435.84,221.97,285.93,94.8,0
4964.02,221.97,635.3,92.5,0
3236.18,221.97,489.89,103.6,0
2246.93,221.97,437.19,101.2,0
4026.42,221.97,520.4,106.0,0
2612.71,221.97,275.4,109.0,0
2718.89,221.97,397.28,105.9,0
2289.77,221.97,444.21,87.0,0
3845.59,221.97,525.36,95.2,0
2783.78,221.97,423.91,115.4,0
7894.38,221.97,287.06,88.7,1
2994.09,221.97,467.31,88.7,0
3772.43,221.97,554.74,103.6,0
2981.28,221.97,466.26,100.0,0
2896.24,221.97,312.73,126.1,0
2410.18,221.97,278.71,96.2,0
2623.99,221.97,381.86,88.5,0
2498.53,221.97,437.28,94.0,0
2515.87,221.97,454.39,99.8,0
2216.2,221.97,439.44,98.3,0
5064.2,221.97,297.77,85.7,0
3286.61,221.97,315.16,99.2,0
2378.27,221.97,450.22,106.2,0
2183.46,221.97,373.35,109.7,0
2287.26,221.97,402.21,96.9,0
3075.14,221.97,240.09,125.9,0
2423.59,221.97,386.17,85.4,0
2338.89,221.97,389.17,85.4,0
2377.63,221.97,283.29,94.2,0
2403.94,221.97,425.45,91.5,0
8906.98,221.97,78.23,88.4,0
2782.08,221.97,477.0,95.6,0
3470.02,221.97,523.0,95.6,0
2087.31,221.97,435.73,125.8,0
13587.9,221.97,11.13,105.3,0
7960.56,221.97,117.35,105.5,0
2600.96,221.97,386.77,100.8,0
2284.64,221.97,384.81,115.7,0
2604.12,221.97,379.47,94.8,0
3862.06,221.97,584.0,112.3,0
3719.47,221.97,420.23,88.4,0
2783.55,221.97,432.23,88.4,0
8810.86,221.97,97.6,91.6,0
3644.29,221.97,231.6,91.6,0
3704.69,221.97,507.8,87.9,0
2997.85,221.97,319.62,102.3,0
3321.87,221.97,341.68,115.4,0
4966.8,221.97,303.67,106.3,0
4083.24,221.97,625.75,86.5,0
2621.52,221.97,303.08,88.3,0
4644.02,221.97,509.33,85.4,0
2276.28,221.97,438.4,102.0,0
4718.55,221.97,502.4,102.0,0
5348.0,221.97,553.73,88.1,0
2691.95,221.97,381.9,97.1,0
4018.11,221.97,196.05,102.7,0
2699.91,221.97,390.67,103.7,0
2725.72,221.97,470.93,106.6,0
3588.2,221.97,238.69,91.2,0
2314.2,221.97,426.23,85.7,0
3270.67,221.97,494.23,85.7,0
2593.15,221.97,447.24,114.5,0
3967.26,221.97,415.6,84.6,0
2555.87,221.97,435.8,87.9,0
2676.31,221.97,366.1,116.4,0
2688.38,221.97,398.73,88.1,0
5838.04,221.97,655.24,145.6,0
4022.22,221.97,195.42,105.3,0
3814.19,221.97,582.67,99.8,0
3379.6,221.97,395.47,139.5,0
4148.84,221.97,622.0,95.6,0
6855.45,221.97,363.08,88.3,0
3261.5,221.97,295.75,94.5,0
2795.6,221.97,404.62,94.5,0
4471.52,221.97,213.55,122.0,0
2389.33,221.97,462.21,95.2,0
12383.2,221.97,552.75,99.8,0
2486.41,221.97,362.23,104.2,0
6111.75,221.97,283.73,86.3,0
3941.47,221.97,479.44,95.6,0
10363.12,221.97,52.55,88.1,0
3078.76,221.97,226.64,100.8,0
5384.11,221.97,644.0,105.2,0
6226.34,221.97,171.8,91.6,0
3301.13,221.97,489.5,88.3,0
3830.45,221.97,446.5,106.6,0
2475.04,221.97,377.75,96.1,0
2447.51,221.97,350.59,95.3,0
14675.71,221.97,338.47,104.5,1
3935.93,221.97,614.17,112.0,0
3484.45,221.97,545.79,116.4,0
3235.86,221.97,264.07,93.3,0
3246.17,221.97,219.54,102.5,0
4121.4,221.97,588.91,96.7,0
4662.66,221.97,214.08,88.3,0
3121.28,221.97,293.64,110.0,0
2402.07,221.97,392.36,110.4,0
2331.11,221.97,353.63,100.3,0
2910.4,221.97,410.09,134.8,0
12333.11,221.97,25.7,91.6,0
3536.93,221.97,372.27,102.0,0
2650.67,221.97,265.5,94.6,0
2963.85,221.97,304.43,112.2,0
13488.19,221.97,365.69,104.2,1
2859.39,221.97,353.4,95.6,0
3807.97,221.97,509.25,105.5,0
2574.87,221.97,287.53,106.8,0
2894.48,221.97,344.27,103.4,0
2952.72,221.97,251.22,104.7,0
5832.2,221.97,662.55,170.0,0
3173.59,221.97,331.27,118.3,0
4237.69,221.97,543.82,110.0,0
5179.18,221.97,282.94,121.8,0
2439.44,221.97,421.0,98.2,0
3067.89,221.97,395.4,114.2,0
2355.99,221.97,427.84,120.1,0
2398.43,221.97,379.69,104.2,0
6004.08,221.97,460.0,100.0,0
2830.49,221.97,444.36,96.7,0
4192.09,221.97,634.27,114.2,0
3229.35,221.97,349.91,96.7,0
2608.37,221.97,388.73,91.5,0
2640.45,221.97,275.73,110.4,0
3175.29,221.97,221.1,97.5,0
2792.84,221.97,309.92,105.5,0
2753.33,221.97,355.09,112.2,0
2279.47,221.97,369.3,102.0,0
2198.53,221.97,454.2,102.0,0
3052.91,221.97,461.92,114.8,0
6461.07,221.97,463.3,97.5,0
4199.67,221.97,480.3,97.5,0
4350.39,221.97,581.0,102.0,0
6894.15,221.97,595.42,105.5,0
4548.47,221.97,642.79,108.2,0
3271.52,221.97,326.44,118.7,0
7292.14,221.97,121.33,114.8,0
4026.44,221.97,213.83,105.5,0
4499.37,221.97,233.75,99.8,0
2544.23,221.97,344.8,121.4,0
2328.92,221.97,437.2,97.5,0
6549.86,221.97,303.2,102.0,0
2974.98,221.97,335.27,112.2,0
12083.09,221.97,348.0,97.5,0
2396.64,221.97,435.27,112.2,0
15532.95,221.97,635.27,112.2,0
4596.61,221.97,311.2,102.0,0
12319.86,221.97,354.2,102.0,0
4194.54,221.97,372.2,107.0,0
3156.78,221.97,477.3,97.5,0
13154.56,221.97,21.2,102.0,0
3936.31,221.97,244.25,112.0,0
8859.5,221.97,532.3,102.0,0
3949.41,221.97,534.7,104.1,0
2533.16,221.97,382.42,117.0,0
2216.31,221.97,435.5,109.3,0
3888.84,221.97,588.79,97.8,0
3136.22,221.97,340.25,112.0,0
5147.36,221.97,647.64,107.2,0
2986.99,221.97,372.7,115.1,0
2823.48,221.97,416.0,110.0,0
7162.29,221.97,123.2,102.0,0
3001.35,221.97,337.27,102.6,0
2269.18,221.97,361.33,101.5,0
2593.5,221.97,364.42,110.0,0
4361.25,221.97,248.64,107.2,0
2153.05,221.97,428.86,133.9,0
2421.43,221.97,451.3,97.5,0
3782.68,221.97,235.73,107.2,0
